file,title
1801_03991_arxiv.tex,Hall Effect in the coma of 67P/Churyumov-Gerasimenko
1801_03113_MFTJ_06_12_17.tex,Influence of image forces on the interlayer exchange interaction in  magnetic tunnel junctions with ferroelectric barrier
1801_01156_elsarticle-template.tex,Robust Tomlinson-Harashima Precoding for Two-Way Relaying
1801_07304.tex,Beta distributions and Sonine integrals
1801_09436_bmvc_final.tex,Local Visual Microphones: Improved Sound Extraction from Silent Video
1801_07959_mnras_template.tex,
1801_06584_wccr10-paper_arXiv.tex,Calculation of Ligand Dissociation Energies in Large Transition-Metal Complexes
1801_05137_Total_dominator_coloring_of_central_graphs_Kazemi_Farshad.tex,Total dominator coloring of central graphs
1801_05438_mainARXIV.tex,Do the surface Fermi arcs in Weyl semimetals survive disorder?
1801_04049_skeleton.tex,Recent Results from RENO
1801_09524_main.tex,"Enriching Demographic Descriptors with    
% Social-Media Traces for Environmental Epidemiology"
1801_05886_main.tex,Element abundance ratios in the quiet Sun transition region
1801_06582_HD3.tex,Towards practical high-speed high dimensional quantum key distribution using partial mutual unbiased basis of photon's orbital angular momentum 
1801_01095_skeleton_III.tex,Intermediate Mass Black Holes: A brief review
1801_05396_ebg.tex,Detecting Electron Density Fluctuations from Cosmic Microwave Background Polarization using a Bispectrum Approach
1801_01059_toptrees.tex,Slowing Down Top Trees for Better Worst-Case Bounds
1801_06747_cubical-connectivity.tex,Connectivity of cubical polytopes
1801_06446_ms.tex,The Metallicity and Source of the Leading Arm of the Magellanic Stream
1801_03977_npa18.tex,"The Gamow-state description of the decay energy spectrum of 
neutron-unbound $^{25}$O"
1801_03963_astro-ph.tex,
1801_04749_bare_jrnl.tex,Graph Spectral Image Processing
1801_00963_JSAC_1570394666_R1.tex,A New Design Paradigm for Secure \\ Full-Duplex Multiuser Systems
1801_01827_whistler-avalanche.tex,Role of kinetic instability in runaway electron avalanche and elevated critical electric fields
1801_10053_second_classification_sub.tex,Second-order topological insulators and superconductors with an order-two crystalline symmetry
1801_08449_CwExpFlows-161213_sin-formato-aims_.tex,
1801_06767_isom_emb_of_negative_k_V1.tex,"On the existence of $C^{1,1}$ isometric immersions of several classes of negatively curved surfaces into $\R^3$"
1801_06108_exactNEfriction11.tex,The universality of electronic friction II: Equivalence of the quantum-classical Liouville equation approach with von Oppen's nonequilibrium Green's function methods out of equilibrium
1801_08037_contact.tex,"Automatised ILC-Bounds on Dark Matter Models with CheckMATE \\ \vspace{0.75pt}\small{Talk presented at the International Workshop on Future Linear Colliders (LCWS2017), Strasbourg, France, 23-27 October 2017. C17-10-23.2.}"
1801_01748_Manuscript_Sacha_van_Albada_with_proof_corrections.tex,Transformation of arbitrary distributions to the normal distribution with application to EEG test-retest reliability
1801_10348_paper.tex,Numerical analytic continuation of Euclidean data
1801_02197_EI2018RealisticImageDegradationWithMeasuredPSF.tex,Realistic Image Degradation with Measured PSF
1801_08330_art62.tex,Superoscillations in solar MHD waves and their possible role in heating coronal loops.
1801_04949_main.tex,"Predicted Number, Multiplicity, and Orbital Dynamics of {\it TESS} M Dwarf Exoplanets"
1801_08464_ex_shared.tex,{\TheTitle}\thanks{This work was performed under the auspices of the U.S. Department of Energy by Lawrence Livermore National Laboratory under Contract DE-AC52-07NA27344.}
1801_01658_submit.tex,Initialization-free Privacy-guaranteed Distributed Algorithm for Economic Dispatch Problem\thanksref{footnoteinfo}
1801_06910_Variable_coefficient_Wolff_inequalities.tex,
1801_02153_Manuscript_GeP_final.tex,Electronic and transport properties of phosphorene-germanene nanoribbons
1801_07879.tex,
1801_07081_icg_arxiv.tex,A Structural Analysis of Field/Circuit Coupled Problems Based on a Generalised Circuit Element
1801_07264_PaperThermalStabilization.tex,Cooling by heating in nonequilibrium nanosystems
1801_08604_entangled_interferometer.tex,Proposal for a Quantum Test of the Weak Equivalence Principle with Entangled Atomic Species
1801_04738.tex,Tilting modules over Auslander-Gorenstein Algebras
1801_03271.tex,"\bf Existence and non-existence of maximizers\\for the
Moser-Trudinger type inequalities under inhomogeneous constraints"
1801_08488_Pigulski-Stat-arXiv.tex,Statistical Overview of BRITE Targets Observed So Far
1801_02791_Fe122summary.tex,"Diverse fluctuations and anisotropic Gr{\"" u}neisen parameter behavior in iron-based superconductor Ba(Fe$_{1-x}$Co$_x$)$_2$As$_2$
and their correlation with superconductivity"
1801_09899_wch.tex,"
Time-Irreversibility is Hidden Within Newtonian Mechanics
"
1801_06100_SBB.tex,DMRG for a highly degenerate quantum system: the sliding environment block approach
1801_08148_main.tex,
1801_07368_pxpxdf.2018-01-08.tex,
1801_02565_wood0105.tex,\uppercase{A self-consistent model of the solar tachocline}
1801_08478_GrovesHorn.tex,Small-amplitude static periodic patterns at a fluid-ferrofluid interface
1801_00037.tex,"On linear sections of the spinor tenfold, I"
1801_01288_enumerating_hexahedron_triangulations_pellerin.tex,Enumerating combinatorial triangulations of the hexahedron
1801_00385_main.tex,"\LARGE\bf Interactive Co-Design of Form and Function for Legged Robots using the Adjoint Method
"
1801_05530.tex,Notes on Ricci solitons in $f$-cosymplectic manifolds
1801_02784.tex,"Spectral Radius of $\{0, 1\}$-Tensor with Prescribed Number of Ones"
1801_01940_ACF_example.tex,
1801_01653_N55_alma.tex,"ALMA reveals molecular cloud N\,55 in the Large Magellanic Cloud as a site of massive star formation"
1801_03084_multiscale-model.tex,A Langevin approach to multi-scale modeling
1801_02381_ms.tex,Benchmarking Crimes:\\An Emerging Threat in Systems Security
1801_09757_main.tex,Cloud Atlas: Rotational Modulations in the L/T Transition Brown Dwarf Companion HN Peg B
1801_03237_2017Automatica.tex,Symmetry reduction for dynamic programming\thanksref{footnoteinfo}
1801_05269_root.tex,Long-term Visual Localization using Semantically Segmented Images
1801_07145_main_arxiv.tex,E-swish: Adjusting Activations to Different Network Depths
1801_10437_main.tex,"Deep Learning Works in Practice. \\ 
But Does it Work in Theory?
% \titlenote{(This is a simple titlenote.)For use with research4cacm.cls. Supported by ACM.}
%
% Show use of \thanks - which can appear here (normal/default) or down by the author
%\thanks{The original version of this paper is entitled ``XXX"" and was
%published in (Title of publication, publication date, publisher.)}
%"
1801_02741_PaperExtended.tex,Towards Stability Analysis of Data Transport Mechanisms: a Fluid Model and an Application
1801_00827_arxiv.tex,Computing images of polynomial maps
1801_02608_LaVAN.tex,
1801_08115_main.tex,Eight Years of Rider Measurement in the Android Malware Ecosystem: Evolution and Lessons Learned
1801_05456_obrien_ssrv2018_arxiv.tex,The Delivery of Water During Terrestrial Planet Formation
1801_09500.tex,Communication Efficient Quantum Secret Sharing
1801_04139_CV-QRNG.tex,Secure heterodyne-based quantum random number generator at 17 Gbps
1801_04638.tex,Pointlike sets for varieties determined by groups
1801_06024_main.tex,"Natural Language Multitasking \\ 
 \large Analyzing and Improving Syntactic Saliency of Latent Representations"
1801_02124_main.tex,Competitive Multi-agent Inverse Reinforcement Learning with Sub-optimal Demonstrations
1801_00242_bezdek-capacities.tex,
1801_01870_ElBatoul_36IWNT_paper.tex,Collective motion in  triaxial nuclei within minimal length concept 
1801_06393_main.tex,Dissection of a Bug Dataset: Anatomy of 395 Patches from Defects4J
1801_05524.tex,Counting Borel Orbits in Symmetric Varieties of Types $BI$ and $CII$
1801_07082_RG_for_SPT_version_19.tex,Renormalization group approach to symmetry protected topological phases
1801_07873_GVA_highdim_statespace.tex,Gaussian variational approximation for high-dimensional state space models
1801_00618_ISSPD.tex,"\LARGE\bf %A Parameter Sensitivity Measure for Underactuated Rigid Body Robots
Input to State Stability of Bipedal Walking Robots: Application to DURUS
%Exponential Boundedness of Hybrid Zero Dynamics for Time Based Feedback Linearizing Controllers
"
1801_03693_ns_1v01.tex,Leakage of the Majorana quasiparticles in Rashba nanowire deposited on superconducting--normal substrate
1801_08998_W_QQDs.tex,Charmonia Production in $W\to (c\bar{c})\Ds$ Decays
1801_02651_exec_model.tex,Towards General Distributed Resource Selection
1801_00741_Akif_Dat_Tilde_F_Convex_Cond_1_12_30.tex,
1801_08236_hep-th.tex,Phase diagram of $q$-deformed Yang-Mills theory on $S^2$ at non-zero $\theta$-angle
1801_03159_paper-Mu2e-TIPP.tex,"Design, status and perspective of the Mu2e crystal calorimeter"
1801_02210_mainDecember2017.tex,Inconsistency between Linearized Thomas-Fermi Approximation and Electron-Ionized Impurity Scattering Rate in the first Born Approximation
1801_05234_elsarticle-template-num.tex,
1801_03094_late_time_evolution_14li.tex,
1801_07913_ms.tex,\sc{Torques Induced by Scattered Pebble-Flow in Protoplanetary Disks}
1801_01326_arXiv.tex,Understanding the connections between species distribution models
1801_00710_IJBC_01.tex,"Basins of Convergence of Equilibrium Points \\
in the Generalized Hill Problem"
1801_06188_paper_revision_nobold.tex,"Occultations from an active accretion disk in a 72\,day{\it K2} detached post-Algol system detected by "
1801_09952_main.tex,
1801_06119_LaliotisRetardation_4v.tex,Retardation effects in spectroscopic measurements of the Casimir-Polder interaction 
1801_04325_BalazsRost_arxiv.tex,HOPF BIFURCATION AND PERIOD FUNCTIONS FOR WRIGHT-TYPE DELAY DIFFERENTIAL EQUATIONS 
1801_00001_Einstein_Ring.tex,\textbf{Einstein ring: Weighing a star with light}
1801_02863_documenti.tex,Characterisation of novel thin n-in-p planar pixel modules for the ATLAS Inner Tracker upgrade
1801_10383_Sameer_arXiv_v1.tex,Squeezing Enhances Quantum Synchronization
1801_07745_optimal_transport.tex,Optimal Transport on Discrete Domains \\ \emph{\normalsize Notes for AMS Short Course on Discrete Differential Geometry}
1801_03564_main.tex,Unsupervised Part-of-Speech Induction
1801_02625_Frobenius.tex,Ising versus $\SU$ string-net ladder
1801_07712_D-C60_NEGF_v5_copy.tex,"Charge separation in donor-C$_{60}$
complexes
with real-time Green's functions:\\The importance of nonlocal
correlations"
1801_02081_Y._EL_BASSEM_and_M._OULNE.tex,NUCLEAR STRUCTURE INVESTIGATION OF EVEN-EVEN AND ODD Pb ISOTOPES BY USING THE HARTREE-FOCK-BOGOLIUBOV METHOD
1801_02314_multi-cavity.tex,"A Mixed Finite Element Method for Multi-Cavity Computation in Incompressible
Nonlinear Elasticity\thanks{The research was supported by the NSFC
projects 11171008 and 11571022.}"
1801_03046_paperMVPS.tex,Lyapunov exponent and Wasserstein metric as validation tools for assessing short-time dynamics and quantitative model evaluation of large-eddy simulation
1801_04846_Ligterink_methanol_codesorption.tex,Methanol ice co-desorption as a mechanism to explain cold methanol in the gas-phase
1801_09105.tex,
1801_00498_ms.tex,Application of a new method to study the spin equilibrium of Aql X--1: the possibility of gravitational radiation
1801_01422_practical_challenges_forarXiv.tex,"Practical Challenges in Explicit Ethical Machine
  Reasoning\thanks{The work in this paper was supported by the EPSRC
    ``Verifiable Autonomy'' project (EP/L024845)}"
1801_08629_main.tex,Forecasting Suspicious Account Activity at\\Large-Scale Online Service Providers
1801_04264_ArXiv-version.tex,Real-world Anomaly Detection in Surveillance Videos
1801_02456.tex,Coprime subdegrees of twisted wreath permutation groups
1801_07548_P3.7.tex,A hybrid architecture for astronomical computing
1801_04779_Negative_Mass_SOC_BEC.tex,Negative-mass effects in spin-orbit coupled Bose-Einstein condensates
1801_07029_version_longue.tex,Deterministic Scheduling of Periodic Messages for Cloud RAN
1801_08308_UniqSelfSim_20180123.tex,"Uniqueness of mass-conserving self-similar solutions to\\
Smoluchowski's coagulation equation with inverse power law kernels"
1801_09638_paper.tex,Local order and crystallization of dense polydisperse hard spheres
1801_09505.tex,
1801_08398_skeleton_LCWS2017.tex,Results on TOP physics from CMS
1801_08149_Mixing_Jup_final.tex,Jupiter's evolution with primordial composition gradients
1801_01905_draft_v13.tex,Gamma-ray Emitting Narrow Line Seyfert 1 Galaxies in The Sloan Digital Sky Survey
1801_06067_DDalitz.tex,\Large\bfseries{The radiative corrections to double-Dalitz decays revisited}
1801_04146_SplinesConferenceArticleNew.tex,
1801_02095_DFTvsQMC.tex,Density functional theory versus quantum Monte Carlo simulations of Fermi gases in the optical-lattice arena
1801_05428_main.tex,The Star Formation Rate in the Gravoturbulent Interstellar Medium
1801_09460_ms.tex,"Interstellar neutral helium in the heliosphere from IBEX observations. V. Observations in IBEX-Lo ESA steps 1, 2, \& 3"
1801_06567_DolgopolikMV_SmoothPenFunc_I.tex,Smooth Exact Penalty Functions: A General Approach
1801_05600_vennes_v2.tex,Observing and modelling magnetic fields in white dwarfs
1801_09208_tachyonconstgong.tex,Constant-roll tachyon inflation and observational constraints
1801_08427_EXO-16-051_temp.tex,"Search for dark matter in events with energetic, hadronically decaying top quarks and missing transverse momentum at $\sqrt{s}=13\TeV$"
1801_00273_Sci.Rep._The_Latest_RevisedVersion_.tex,A new bound on polymer quantization via an opto-mechanical setup
1801_08690_charge_reco_paper.tex,Charge reconstruction in large-area photomultipliers
1801_08983_jurcak_arxiv.tex,The magnetic nature of umbra-penumbra boundary in sunspots 
1801_01518_aipsamp.tex,
1801_02734_main.tex,Searches for light sterile neutrinos with multitrack displaced vertices
1801_00809.tex,"Solution of the Nonlinear Schr\""{o}dinger Equation  with Defocusing Strength Nonlinearities   Through the Laplace-Adomian Decomposition Method "
1801_04020.tex,An explicit correspondence of modular curves
1801_09396.tex,
1801_08881_cca.tex,Correlated Components Analysis --- Extracting Reliable Dimensions in Multivariate Data
1801_07547_pottsPaper2.tex,
1801_04319_Draft_20180104.tex,Application of optical single-sideband laser in Raman atom interferometry
1801_08395_LCWS2017.tex,Effect of optical crosstalk on performance of ILD AHCAL
1801_08322_main.tex,Abnormal Heartbeat Detection Using Recurrent Neural Networks
1801_08930_main.tex,"
    {Recasting Gradient-Based Meta-Learning as Hierarchical Bayes}
"
1801_04568_Tidal2pcfMTV.tex,Tidal dependence of SDSS clustering
1801_01193_Iong2qfcv14Nature.tex,Neutral atom wavelength compatible 780 nm single photons from a trapped ion via quantum frequency conversion
1801_07535_Diamond_MFM.tex,Density and $T_1$ of surface and bulk spins in diamond in high magnetic field gradients
1801_03065_spgemm.tex,"Multi-threaded Sparse Matrix-Matrix Multiplication for Many-Core and GPU Architectures
"
1801_01151_main.tex,Two-Dimensional Photonic Crystal Slab Nanocavities on Bulk Single-Crystal Diamond
1801_09277_20180127_SLI_expt.tex,Experimental demonstration of shaken lattice interferometry
1801_01357_main.tex,Generalized Network Dismantling
1801_09188.tex,On the quasisymmetric minimality of homogeneous perfect sets
1801_03804_main_sanchez.tex,
1801_10266.tex,A dynamical version of Kuratowski-Mycielski Theorem
1801_10561_mnras_guide.tex,
1801_07359_spectrum.tex,A Survey of Channel Modeling for UAV Communications 
1801_07388_egpaper_final.tex,\LaTeX\ Author Guidelines for CVPR Proceedings
1801_07792_ms.tex,"\LARGE\bf Contact Localization through Spatially Overlapping \\Piezoresistive Signals
"
1801_09235.tex,On one generalization of finite nilpotent  groups
1801_02777.tex,Nonlocal equations with regular varying decay solutions
1801_10545_OWAorness.tex,A family of OWA operators based on Faulhaber's formulas
1801_02297_higher_parabolic-2.tex,Convergence rates in  homogenization of higher order parabolic systems
1801_02106_BayesLASSO.tex,Bayesian Lasso Posterior Sampling via Parallelized Measure Transport
1801_09580.tex,"
Ends and simple coarse structures
"
1801_05610_main.tex,A Taxonomy for Management and Optimization \\of Multiple Resources in Edge Computing
1801_08106_aaa2.tex,"Asymptotic Analysis of the Local Potential Approximation to the Wetterich
Equation"
1801_03260_Benz.tex,Tuning Topological Phase Transitions in Hexagonal Photonic Lattices Made of Triangular Rods
1801_01141_ms.tex,Neutron Star Mergers as sites of $r$-process Nucleosynthesis and Short Gamma-Ray Bursts
1801_09103_ms.tex,Understanding Deep Architectures by Interpretable Visual Summaries
1801_02249_paper.tex,Mass of a Patch of an FRW Universe
1801_06079_manuscript_v7_arXiv.tex,Navigable maps of structural brain networks across species
1801_02601.tex,Pattern Recognition on Oriented Matroids: Symmetric Cycles in the Hypercube Graphs. II
1801_06442_hevc-skip_arxiv.tex,Region of Interest Coding for Aerial \\ Surveillance Video Using AVC \& HEVC
1801_01938.tex,A note on arithmetic diophantine series
1801_03429_zimmerman_kowalski_2017.tex,Monolithic simulation of convection-coupled phase-change - verification and reproducibility
1801_05308_Lvin_Krein.tex,
1801_04200_Wake_fields_effects_in_dielectric_capillary.tex,
1801_05855_sdm.tex,\Large On Spectral Graph Embedding: A Non-Backtracking Perspective and Graph Approximation
1801_10286_unconventionalSC.tex,Unconventional superconductivity and Surface pairing symmetry in Half-Heusler Compounds
1801_04000_main.tex,Ferromagnetic Quantum Critical Point in CePd$_2$P$_2$ with Pd $\rightarrow$ Ni Substitution
1801_00313_4_e_apx.tex,Approximating Node-Weighted $k$-MST\\ on Planar Graphs
1801_10201.tex,"Gr\""obner Bases under Composition, Survey paper"
1801_05883_marconim.tex,"Gauging the Helium Abundance of the Galactic Bulge RR Lyrae Stars
\footnote{Based on observations collected at the European Organisation for Astronomical Research in the Southern Hemisphere under ESO programmes 179.B-2002 and 298.D-5048.}
"
1801_03408_MasseyInfinity.tex,$A_\infty$ structures and Massey products
1801_06628_main.tex,
1801_09918_main-Singledocument.tex,\bf Microresonator Isolators and Circulators Based on the Intrinsic Nonreciprocity of the Kerr Effect
1801_04410.tex,
1801_02341_Pebbleisolation.tex,Pebble-isolation mass --- scaling law and implications for the formation of super-Earths and gas giants
1801_02440_GSMem.tex,\bf\Large How to find a GSMem malicious activity via an AI approach
1801_06976_Conference-Paper.tex,An Improved LPTC Neural Model for Background Motion Direction Estimation
1801_00108_InternalState.tex,High-resolution Internal State Control of Ultracold $^{23}$Na$^{87}$Rb Molecules
1801_02669_main.tex,The optical afterglow of the short gamma-ray burst associated with GW170817
1801_10022_main.tex,"Revisiting Fast Practical Byzantine Fault Tolerance: \\
\Thelma,\Velma, and \Zelma"
1801_01072_VonNeumannEntropy.tex,Randomized Linear Algebra Approaches to Estimate the Von Neumann Entropy of Density Matrices
1801_02646_dynamic-base-stock-arxiv.tex,"Exploiting random lead times for significant inventory cost savings
"
1801_02978_EDG_Poisson_dist_preprint.tex,An EDG Method for Distributed Optimal Control of Elliptic PDEs
1801_00237_arxiv-FI03.tex,"Deterministic Computations on a PRAM\\ 
with Static Processor and Memory Faults~\footnotemark[1]\FFF\FFF"
1801_05765_Cosmological_constraints_from_low-redshift_data.tex,Cosmological constraints from low-redshift data
1801_00752_parke_nufact2017.tex,"\center Analytic Neutrino Oscillation Probabilities in Matter: Revisited\footnote{FERMILAB-CONF-17-598-T}
"
1801_02168_HeavyBaryon3Half.tex," Properties of $\Sigma_Q^{*}$, $\Xi_Q^{*}$ and   $\Omega_Q^{*}$ heavy baryons in cold nuclear matter"
1801_10132_docultex.tex,"Entropy Conservative Schemes and the receding flow problem\thanks{This work was
supported by the AFOSR through grant no. FA9550-16-1-030.}"
1801_06705.tex,
1801_01243_qnmh-sysid2018-draft1-arxiv.tex,Constructing Metropolis-Hastings proposals\\ using damped BFGS updates
1801_06636_AMP_on_CD_180119_ARXIV.tex,
1801_04419_apssamp.tex,Some Static Properties of Slinky
1801_07002.tex,Clifford algebras as twisted group algebras and the Arf invariant
1801_09755_fluid-flow-tether-arxiv.tex,Optonanofluidics: Modelling fluid flow through surfactant-modified liquid tethers by laser beams
1801_09150_main.tex,\LARGE\bf Bayesian Nonparametric Modeling of Driver Behavior using HDP Split-Merge Sampling Algorithm
1801_03696_YbAlB4_ARPES_VF.tex,"Kondo hybridization and quantum criticality in $\beta$-YbAlB$_4$ by
laser-ARPES"
1801_07045.tex,Relativistic Normal Coupled-Cluster Theory for Accurate Determination of  Electric Dipole Moments of Atoms: First application to $^{199}$Hg atom
1801_01843_rp.tex,Design and Performance Characterization of RADICAL-Pilot on Titan
1801_05057_CertifyingGSPaper.tex,A simple protocol for certifying graph states and applications in quantum networks
1801_10146_paper_sfrd_bias_submission.tex,The history of star formation from the cosmic infrared background anisotropies
1801_02261_root.tex,Anatomical Data Augmentation For CNN based Pixel-wise Classification
1801_08242_17424.tex,Direct Observation of the Quantum Phase Transition of SrCu$_{2}$(BO$_{3}$)$_{2}$ by High-Pressure and Terahertz Electron Spin Resonance
1801_04737_paper_eaac_2017.tex,TNSA proton maximum energy laws for 2D and 3D PIC simulations
1801_10045_deyangduan.tex,Computational ghost imaging with non-local quantum correlations
1801_08945_mnras_template.tex,
1801_04356_FeatureTransferV4.tex,Feature Space Transfer for Data Augmentation
1801_07908_ForkingIIarxiv.tex,Forking and JSJ decompositions in the free group II
1801_06356_main_OMS.tex,A Non-Intrusive Parallel-in-Time Approach for Simultaneous Optimization with Unsteady PDEs
1801_06379_obs.tex,On optimal control of free boundary\\ problems of obstacle type
1801_03811_20180116_main.tex,Mutual information of optical communication in phase conjugating Gaussian channels
1801_01760_ijcai16.tex,Crossing Generative Adversarial Networks for Cross-View Person Re-identification
1801_07092_file.tex,"
Virtualization-based Evaluation\\
of Backhaul Performance in Vehicular Applications
%A Virtualized Testbed for Vehicular Applications
"
1801_00350_SPACE_FLUID_MASTER.tex,"Viscoelastic Theory Representation Of Gravitational Strain Fields In The
${}^+\Lambda$-CDM Vacuum"
1801_10274_6th_draft.tex,Two-dimensional vortex quantum droplets
1801_01242_barx-sysid2018-draft1-arxiv.tex,Sparse Bayesian ARX models \\  with flexible noise distributions
1801_06048_CCP_ver05_FINAL.tex,Deep Learning for Fatigue Estimation on the Basis of Multimodal Human-Machine Interactions
1801_07861_Wu.tex,Improving Review Representations with User Attention \\and Product Attention for Sentiment Classification
1801_03950_paper.tex,
1801_01283_ICMpaper.tex,Recursive combinatorial aspects of  compactified moduli spaces
1801_03879_defective-fpt.tex,Parameterized (Approximate) Defective Coloring\footnote{The authors were supported by the GRAPA – Graph Algorithms for Parameterized Approximation – 38593YJ PHC Sakura Project}
1801_06386_GMII.tex,"Profinite rigidity of graph manifolds, II: knots and mapping classes"
1801_03686_MVerma_2017.tex,"High-resolution imaging and near-infrared spectroscopy\\
    of penumbral decay"
1801_01584.tex,\LARGE Beyond the 1/3 rule: hitting probabilities \\ and expected hitting times under a weak drift
1801_01834_ms.tex,Understanding Type Ia supernovae through their U-band spectra 
1801_06482_ecir_202.tex,Deep Learning for Detecting Cyberbullying Across Multiple Social Media Platforms
1801_02650.tex,Higher order recurrences and row sequences of Hermite-Pad\'e approximation
1801_04478_pattern5.tex,Turbulent superstructures in Rayleigh-B\'{e}nard convection
1801_04405_acmsmall-sample.tex,
1801_03005.tex,On self-similar Lie algebras and virtual endomorphisms
1801_07980.tex,A recurrence relation for Wronskian Hermite polynomials
1801_01967_main.tex,Visual Text Correction
1801_08518.tex,
1801_06215_Ca2RuO4_submit_Jan18.tex,Lattice Energetics and  Correlation-Driven Metal-Insulator Transitions:  the  Case of Ca$_2$RuO$_4$
1801_08112_paper-arxiv.tex,"Global Identifiability of Differential
Models"
1801_00458_CuCrO11Dec.tex,"Search for a nematic phase in quasi-2D antiferromagnet CuCrO$_2$
by NMR in electric field"
1801_07717_AGNmodel.tex,
1801_02974_report.tex,Search on Secondary Attributes in Geo-Distributed Systems
1801_02075_paper.tex,"%
  QBM -- Mapping User-Specified Functions\\
  to Programmable Logic\\
  through a QBF Satisfiability Problem
"
1801_08767_arXivOKM180126.tex,"Ordered Kripke Model, Permissibility, and Convergence of
Probabilistic Kripke Model\tnoteref{label0}"
1801_08109.tex,The Hodge Star Operator and the Beltrami Equation
1801_06822_erim.tex,\Large\textsc{\erim}: Secure and Efficient In-process Isolation with Memory Protection Keys
1801_04362_main.tex,
1801_10316_FeSe_pressure.tex,Collapse of nematic fluctuations in FeSe under pressure
1801_08494_main.tex,Evaluating Predictive Models of Student Success: Closing the Methodological Gap
1801_00968_deepSuperResolution20171213.tex,JOINT CONVOLUTIONAL NEURAL PYRAMID FOR DEPTH MAP SUPER-RESOLUTION
1801_00850_GranularTricritical_revisado.tex,Critical Phenomena in Quasi-Two-Dimensional Vibrated Granular Systems
1801_06204_arXiv180118.tex,Triplet superconductivity in the odd-gon-unit systems
1801_05159_sample-sigconf.tex,GitGraph - Architecture Search Space Creation through Frequent Computational Subgraph Mining
1801_01393.tex,Codegree Tur\'an density of complete $r$-uniform hypergraphs
1801_00871.tex,
1801_06353_bare_conf.tex,Cross Corpus Speech Emotion Classification - An Effective Transfer Learning Technique 
1801_10443_ijcai18.tex,Counting Cells in Time-Lapse Microscopy using  Deep Neural Networks
1801_07690_Fibre-like.tex,A note on the fibres of Mori fibre spaces
1801_04379_TAPAS-6.tex,"Tracking Advanced Planetary Systems (TAPAS) with HARPS-N.  
  \thanks{Based on observations obtained with the Hobby-Eberly Telescope, 
  which is a joint project of the University of Texas at Austin, the Pennsylvania State University, 
  Stanford University, Ludwig-Maximilians-Universit\""at M\""unchen, and Georg-August-Universit\""at G\""ottingen.}
  \thanks{Based on observations made with the Italian Telescopio Nazionale Galileo (TNG) operated 
  on the island of La Palma by the Fundaci\'on Galileo Galilei of the INAF (Istituto Nazionale di Astrofisica) 
  at the Spanish Observatorio del Roque de los Muchachos of the Instituto de Astrof\'{\i}sica de Canarias.}
  \thanks{Table 2 is only available in electronic form
at the CDS via anonymous ftp to cdsarc.u-strasbg.fr (130.79.128.5)
or via http://cdsweb.u-strasbg.fr/cgi-bin/qcat?J/A+A/}
"
1801_00226_PACVF_QE.tex,
1801_07078_paper.tex,Double Perovskites overtaking the single perovskites : A set of new solar harvesting materials with much higher stability and efficiency
1801_07641_JHEP_DRAFT.tex,Leptoquark toolbox for precision collider studies
1801_01645_coma_v1.tex,Is the gamma-ray emission around the Coma galaxy cluster a dark matter origin?
1801_00455_Main_text.tex,Automated image segmentation for detecting cell spreading for metastasizing assessments of cancer development
1801_04815_main_manuscript.tex,Deep Metric Learning with BIER: \\ Boosting Independent Embeddings Robustly
1801_08642_wumi.tex,Absolute dimensions and evolutionary status of the semi-detached Algol W Ursae Minoris
1801_06483_Paper_v2.tex,Particle acceleration in the superwinds of starburst galaxies
1801_05174_main.tex,Searching for Exoplanets Using a Microresonator Astrocomb 
1801_09384_Multi-channel_reflectors.tex,\large\textbf{Multi-Channel Reflectors: Versatile Performance Experimentally Tested}
1801_09248.tex,
1801_07460.tex,Geometric solution of a quintic equation by two-fold origami
1801_10465_constant-factor.tex,"Constant Factor Time Optimal Multi-Robot Routing on High-Dimensional Grids in 
Mostly Sub-Quadratic Time"
1801_02455_OrthogonalLinearMorphing.tex,Optimal Morphs of Planar Orthogonal Drawings
1801_03456_offset-agn.tex,
1801_03620_Response_of_gadolinium_doped_liquid_scintillator_to_charged_particles.tex,\boldmath Response of gadolinium doped liquid scintillator to charged particles: measurement based on intrinsic U/Th contamination
1801_10187_mpcd_gpu.tex,Efficient mesoscale hydrodynamics: multiparticle collision dynamics with massively parallel GPU acceleration
1801_02243_main.tex,"\LARGE\bf Trading the Twitter Sentiment with Reinforcement Learning
"
1801_02350_Publikacja.tex,Analysis of the Breakdown of Exponential Decays of Resonances
1801_07935_manu.tex,Origin of efficient thermoelectric performance in half-Heusler FeNb$_{0.8}$Ti$_{0.2}$Sb
1801_07177_scordo-icxom24.tex,"\boldmath VOXES: a high precision X-ray spectrometer for diffused sources with HAPG crystals in
the 2-20 keV range"
1801_04181_paper_MovingMagnets.tex,Moving magnets in a micromagnetic finite difference framework
1801_08455_20180125_RMEII_v3.tex,Constraints on Radial Migration in Spiral Galaxies. II
1801_01259_LL-paper.tex,"Structures of $p$-shell double-$\Lambda$ hypernuclei
studied with microscopic cluster models"
1801_06318.tex,The Gromov width of generalized Bott manifolds
1801_07900_kohri.tex,"Differential cross section and photon-beam asymmetry for 
the $\vec{\gamma} p$ $\rightarrow$ $\pi^{-}\Delta^{++}$(1232) reaction 
at forward $\pi^{-}$ angles for $E_{\gamma}$=1.5-2.95 GeV"
1801_05325.tex,Fixed points of multivalued contractions
